Date,Open,High,Low,Close,Adj Close,Volume
2004-01-05,32.400001525878906,33.95000076293945,32.27000045776367,33.779998779296875,33.779998779296875,105704
2004-01-06,33.7599983215332,34.349998474121094,33.29999923706055,33.70000076293945,33.70000076293945,103405
2004-01-07,33.68000030517578,33.88999938964844,33.04999923706055,33.619998931884766,33.619998931884766,81675
2004-01-08,33.650001525878906,34.0,33.400001525878906,33.97999954223633,33.97999954223633,92709
2004-01-09,34.130001068115234,34.70000076293945,34.04999923706055,34.310001373291016,34.310001373291016,104687
2004-01-12,34.349998474121094,34.81999969482422,33.75,34.720001220703125,34.720001220703125,99677
2004-01-13,34.79999923706055,35.20000076293945,34.34000015258789,34.43000030517578,34.43000030517578,120128
2004-01-14,34.29999923706055,34.7400016784668,34.119998931884766,34.5,34.5,126272
2004-01-15,34.56999969482422,35.40999984741211,33.27000045776367,33.439998626708984,33.439998626708984,102443
2004-01-16,33.5,35.29999923706055,33.400001525878906,35.06999969482422,35.06999969482422,60351
2004-01-20,34.91999816894531,36.369998931884766,34.91999816894531,36.20000076293945,36.20000076293945,127162
2004-01-21,34.790000915527344,34.97999954223633,34.279998779296875,34.58000183105469,34.58000183105469,88518
2004-01-22,34.59000015258789,34.95000076293945,33.75,34.93000030517578,34.93000030517578,117574
2004-01-23,34.970001220703125,35.25,34.650001525878906,34.939998626708984,34.939998626708984,100558
2004-01-26,34.790000915527344,34.790000915527344,34.16999816894531,34.470001220703125,34.470001220703125,75617
2004-01-27,34.45000076293945,34.97999954223633,33.900001525878906,34.119998931884766,34.119998931884766,85977
2004-01-28,34.13999938964844,34.630001068115234,33.349998474121094,33.619998931884766,33.619998931884766,102307
2004-01-29,33.619998931884766,33.79999923706055,32.40999984741211,32.810001373291016,32.810001373291016,112227
2004-01-30,32.869998931884766,33.349998474121094,32.709999084472656,33.04999923706055,33.04999923706055,96096
2004-02-02,33.20000076293945,35.099998474121094,32.560001373291016,34.97999954223633,34.97999954223633,114741
2004-02-03,34.849998474121094,35.189998626708984,34.06999969482422,34.099998474121094,34.099998474121094,96805
2004-02-04,34.09000015258789,34.45000076293945,32.95000076293945,33.099998474121094,33.099998474121094,103750
2004-02-05,33.189998626708984,33.29999923706055,32.20000076293945,33.08000183105469,33.08000183105469,114237
2004-02-06,33.11000061035156,33.439998626708984,32.31999969482422,32.47999954223633,32.47999954223633,85112
2004-02-09,32.349998474121094,33.0,32.25,32.83000183105469,32.83000183105469,73771
2004-02-10,32.900001525878906,34.279998779296875,32.81999969482422,33.869998931884766,33.869998931884766,99999
2004-02-11,34.0,34.400001525878906,33.29999923706055,34.0,34.0,100720
2004-02-12,34.0,34.25,33.650001525878906,33.97999954223633,33.97999954223633,86634
2004-02-13,33.959999084472656,34.650001525878906,33.95000076293945,34.560001373291016,34.560001373291016,86634
2004-02-17,34.47999954223633,35.25,34.25,35.15999984741211,35.15999984741211,97170
2004-02-18,35.099998474121094,35.880001068115234,35.0,35.45000076293945,35.45000076293945,69710
2004-02-19,35.400001525878906,36.099998474121094,35.20000076293945,36.0,36.0,50134
2004-02-20,35.79999923706055,36.099998474121094,35.04999923706055,35.599998474121094,35.599998474121094,114200
2004-02-23,34.27000045776367,34.70000076293945,34.029998779296875,34.349998474121094,34.349998474121094,60426
2004-02-24,34.36000061035156,35.06999969482422,34.29999923706055,34.58000183105469,34.58000183105469,85169
2004-02-25,34.58000183105469,35.900001525878906,34.47999954223633,35.68000030517578,35.68000030517578,106147
2004-02-26,35.70000076293945,35.95000076293945,35.150001525878906,35.5099983215332,35.5099983215332,78746
2004-02-27,35.4900016784668,36.25,35.29999923706055,36.15999984741211,36.15999984741211,72948
2004-03-01,36.15999984741211,36.97999954223633,35.79999923706055,36.86000061035156,36.86000061035156,84599
2004-03-02,36.79999923706055,36.97999954223633,36.400001525878906,36.65999984741211,36.65999984741211,56553
2004-03-03,36.650001525878906,36.79999923706055,35.40999984741211,35.79999923706055,35.79999923706055,99745
2004-03-04,35.810001373291016,36.849998474121094,35.68000030517578,36.63999938964844,36.63999938964844,91985
2004-03-05,36.70000076293945,37.45000076293945,36.70000076293945,37.2599983215332,37.2599983215332,78190
2004-03-08,37.2599983215332,37.5099983215332,36.349998474121094,36.56999969482422,36.56999969482422,74933
2004-03-09,36.5,36.93000030517578,36.060001373291016,36.279998779296875,36.279998779296875,88589
2004-03-10,36.29999923706055,36.54999923706055,35.630001068115234,36.099998474121094,36.099998474121094,94277
2004-03-11,36.290000915527344,36.86000061035156,36.04999923706055,36.779998779296875,36.779998779296875,95428
2004-03-12,36.959999084472656,37.20000076293945,35.150001525878906,36.189998626708984,36.189998626708984,124247
2004-03-15,36.150001525878906,37.5,35.849998474121094,37.439998626708984,37.439998626708984,92394
2004-03-16,37.41999816894531,37.79999923706055,37.02000045776367,37.47999954223633,37.47999954223633,85244
2004-03-17,37.439998626708984,38.349998474121094,37.33000183105469,38.18000030517578,38.18000030517578,101251
2004-03-18,38.20000076293945,38.25,37.400001525878906,37.93000030517578,37.93000030517578,59792
2004-03-19,37.880001068115234,38.5,37.630001068115234,38.08000183105469,38.08000183105469,52591
2004-03-22,38.09000015258789,38.09000015258789,36.849998474121094,37.11000061035156,37.11000061035156,94259
2004-03-23,37.04999923706055,37.599998474121094,36.599998474121094,37.45000076293945,37.45000076293945,74192
2004-03-24,37.40999984741211,37.779998779296875,36.650001525878906,37.0099983215332,37.0099983215332,82227
2004-03-25,37.0,37.04999923706055,35.400001525878906,35.5099983215332,35.5099983215332,122171
2004-03-26,35.58000183105469,35.93000030517578,34.75,35.72999954223633,35.72999954223633,105337
2004-03-29,35.68000030517578,35.68000030517578,35.02000045776367,35.45000076293945,35.45000076293945,58473
2004-03-30,35.400001525878906,36.45000076293945,35.25,36.25,36.25,86099
2004-03-31,36.2400016784668,36.77000045776367,34.849998474121094,35.7599983215332,35.7599983215332,139023
2004-04-01,35.81999969482422,35.869998931884766,33.900001525878906,34.27000045776367,34.27000045776367,120025
2004-04-02,34.33000183105469,34.650001525878906,33.29999923706055,34.38999938964844,34.38999938964844,111674
2004-04-05,34.20000076293945,34.63999938964844,33.93000030517578,34.380001068115234,34.380001068115234,53690
2004-04-06,34.400001525878906,35.0,34.16999816894531,34.970001220703125,34.970001220703125,64434
2004-04-07,34.9900016784668,36.599998474121094,34.689998626708984,36.150001525878906,36.150001525878906,137272
2004-04-08,36.16999816894531,37.29999923706055,36.130001068115234,37.13999938964844,37.13999938964844,99137
2004-04-12,37.2400016784668,37.95000076293945,37.11000061035156,37.84000015258789,37.84000015258789,91677
2004-04-13,37.81999969482422,37.849998474121094,37.0,37.209999084472656,37.209999084472656,104636
2004-04-14,37.150001525878906,37.27000045776367,36.25,36.720001220703125,36.720001220703125,117596
2004-04-15,36.70000076293945,37.650001525878906,36.439998626708984,37.56999969482422,37.56999969482422,121768
2004-04-16,37.560001373291016,37.95000076293945,37.16999816894531,37.7400016784668,37.7400016784668,69263
2004-04-19,37.650001525878906,38.29999923706055,37.29999923706055,37.41999816894531,37.41999816894531,79571
2004-04-20,37.45000076293945,37.75,37.04999923706055,37.599998474121094,37.599998474121094,120127
2004-04-21,36.41999816894531,36.4900016784668,35.349998474121094,35.72999954223633,35.72999954223633,118358
2004-04-22,35.7400016784668,37.150001525878906,35.70000076293945,36.709999084472656,36.709999084472656,110465
2004-04-23,36.790000915527344,36.900001525878906,36.099998474121094,36.459999084472656,36.459999084472656,70289
2004-04-26,36.75,37.150001525878906,36.54999923706055,36.970001220703125,36.970001220703125,72079
2004-04-27,36.93000030517578,37.70000076293945,36.869998931884766,37.529998779296875,37.529998779296875,93210
2004-04-28,37.540000915527344,38.18000030517578,36.810001373291016,37.459999084472656,37.459999084472656,107962
2004-04-29,37.33000183105469,37.439998626708984,36.630001068115234,37.310001373291016,37.310001373291016,86615
2004-04-30,37.41999816894531,38.029998779296875,37.25,37.380001068115234,37.380001068115234,69879
2004-05-03,37.38999938964844,38.29999923706055,37.25,38.209999084472656,38.209999084472656,67882
2004-05-04,38.18000030517578,39.150001525878906,37.93000030517578,38.97999954223633,38.97999954223633,96799
2004-05-05,38.95000076293945,39.7400016784668,38.4900016784668,39.56999969482422,39.56999969482422,105651
2004-05-06,39.619998931884766,39.970001220703125,39.150001525878906,39.369998931884766,39.369998931884766,81128
2004-05-07,39.43000030517578,40.0,39.369998931884766,39.93000030517578,39.93000030517578,84270
2004-05-10,39.84000015258789,39.95000076293945,38.279998779296875,38.93000030517578,38.93000030517578,106499
2004-05-11,38.880001068115234,40.099998474121094,38.470001220703125,40.060001373291016,40.060001373291016,104486
2004-05-12,40.209999084472656,40.91999816894531,39.81999969482422,40.77000045776367,40.77000045776367,107913
2004-05-13,40.72999954223633,41.099998474121094,40.29999923706055,41.08000183105469,41.08000183105469,91882
2004-05-14,41.08000183105469,41.560001373291016,40.75,41.380001068115234,41.380001068115234,94622
2004-05-17,41.279998779296875,41.849998474121094,40.79999923706055,41.54999923706055,41.54999923706055,91397
2004-05-18,41.54999923706055,41.58000183105469,40.349998474121094,40.540000915527344,40.540000915527344,64124
2004-05-19,40.45000076293945,41.54999923706055,39.900001525878906,41.5,41.5,81705
2004-05-20,41.56999969482422,41.70000076293945,40.75,40.91999816894531,40.91999816894531,111250
2004-05-21,40.5,40.959999084472656,39.650001525878906,39.93000030517578,39.93000030517578,118040
2004-05-24,40.0,41.81999969482422,39.45000076293945,41.720001220703125,41.720001220703125,121471
2004-05-25,41.70000076293945,41.83000183105469,40.75,41.13999938964844,41.13999938964844,100013
2004-05-26,41.130001068115234,41.650001525878906,40.52000045776367,40.70000076293945,40.70000076293945,109886
2004-05-27,40.650001525878906,40.689998626708984,39.0,39.439998626708984,39.439998626708984,135396
2004-05-28,39.439998626708984,39.95000076293945,39.060001373291016,39.880001068115234,39.880001068115234,75153
2004-06-01,40.400001525878906,42.380001068115234,40.27000045776367,42.33000183105469,42.33000183105469,131220
2004-06-02,42.310001373291016,42.45000076293945,39.900001525878906,39.959999084472656,39.959999084472656,123542
2004-06-03,39.880001068115234,40.849998474121094,38.150001525878906,39.279998779296875,39.279998779296875,177597
2004-06-04,39.25,39.459999084472656,38.310001373291016,38.4900016784668,38.4900016784668,115921
2004-06-07,38.439998626708984,38.900001525878906,37.75,38.65999984741211,38.65999984741211,101247
2004-06-08,38.70000076293945,39.13999938964844,37.20000076293945,37.279998779296875,37.279998779296875,110335
2004-06-09,37.220001220703125,37.599998474121094,36.45000076293945,37.540000915527344,37.540000915527344,124258
2004-06-10,37.540000915527344,38.599998474121094,37.380001068115234,38.45000076293945,38.45000076293945,109717
2004-06-14,38.27000045776367,38.400001525878906,37.45000076293945,37.59000015258789,37.59000015258789,71784
2004-06-15,37.59000015258789,38.400001525878906,36.900001525878906,37.189998626708984,37.189998626708984,87403
2004-06-16,37.15999984741211,37.66999816894531,37.0,37.31999969482422,37.31999969482422,67703
2004-06-17,37.34000015258789,38.599998474121094,37.290000915527344,38.459999084472656,38.459999084472656,77070
2004-06-18,38.47999954223633,38.83000183105469,38.150001525878906,38.75,38.75,44603
2004-06-21,38.650001525878906,39.04999923706055,37.5,37.630001068115234,37.630001068115234,43702
2004-06-22,37.630001068115234,38.20000076293945,37.400001525878906,38.11000061035156,38.11000061035156,89671
2004-06-23,38.18000030517578,38.52000045776367,37.31999969482422,37.56999969482422,37.56999969482422,97291
2004-06-24,37.650001525878906,38.099998474121094,37.45000076293945,37.93000030517578,37.93000030517578,69806
2004-06-25,37.95000076293945,38.02000045776367,37.099998474121094,37.54999923706055,37.54999923706055,73627
2004-06-28,37.290000915527344,37.41999816894531,35.900001525878906,36.2400016784668,36.2400016784668,103488
2004-06-29,36.0,36.380001068115234,35.619998931884766,35.65999984741211,35.65999984741211,75606
2004-06-30,35.630001068115234,37.099998474121094,35.52000045776367,37.04999923706055,37.04999923706055,108614
2004-07-01,37.04999923706055,39.099998474121094,36.689998626708984,38.7400016784668,38.7400016784668,143286
2004-07-02,38.70000076293945,39.04999923706055,38.2599983215332,38.38999938964844,38.38999938964844,71639
2004-07-06,38.790000915527344,39.70000076293945,38.75,39.650001525878906,39.650001525878906,80281
2004-07-07,39.150001525878906,39.84000015258789,38.75,39.08000183105469,39.08000183105469,85517
2004-07-08,39.189998626708984,40.400001525878906,38.849998474121094,40.33000183105469,40.33000183105469,114496
2004-07-09,40.18000030517578,40.45000076293945,39.90999984741211,39.959999084472656,39.959999084472656,72661
2004-07-12,39.7599983215332,40.75,39.41999816894531,39.5,39.5,97975
2004-07-13,39.400001525878906,39.77000045776367,38.97999954223633,39.439998626708984,39.439998626708984,87631
2004-07-14,39.5,41.04999923706055,39.20000076293945,40.970001220703125,40.970001220703125,115282
2004-07-15,40.970001220703125,41.119998931884766,40.5,40.77000045776367,40.77000045776367,75873
2004-07-16,40.70000076293945,41.79999923706055,40.400001525878906,41.25,41.25,65130
2004-07-19,41.189998626708984,41.900001525878906,40.720001220703125,41.63999938964844,41.63999938964844,82225
2004-07-20,41.630001068115234,42.29999923706055,40.5099983215332,40.86000061035156,40.86000061035156,107783
2004-07-21,40.380001068115234,41.150001525878906,40.25,40.58000183105469,40.58000183105469,82120
2004-07-22,40.56999969482422,41.650001525878906,40.41999816894531,41.36000061035156,41.36000061035156,84354
2004-07-23,41.400001525878906,41.83000183105469,41.20000076293945,41.709999084472656,41.709999084472656,64917
2004-07-26,41.75,41.95000076293945,41.04999923706055,41.439998626708984,41.439998626708984,59193
2004-07-27,41.43000030517578,42.220001220703125,41.310001373291016,41.84000015258789,41.84000015258789,70722
2004-07-28,41.849998474121094,43.04999923706055,41.65999984741211,42.900001525878906,42.900001525878906,107257
2004-07-29,42.900001525878906,42.97999954223633,42.099998474121094,42.75,42.75,74547
2004-07-30,42.720001220703125,43.849998474121094,42.650001525878906,43.79999923706055,43.79999923706055,77427
2004-08-02,43.689998626708984,43.939998626708984,43.27000045776367,43.81999969482422,43.81999969482422,71103
2004-08-03,43.84000015258789,44.2400016784668,43.5,44.150001525878906,44.150001525878906,88814
2004-08-04,44.150001525878906,44.34000015258789,42.79999923706055,42.83000183105469,42.83000183105469,110781
2004-08-05,42.810001373291016,44.5,42.619998931884766,44.40999984741211,44.40999984741211,118579
2004-08-06,44.349998474121094,44.77000045776367,43.75,43.95000076293945,43.95000076293945,109419
2004-08-09,43.810001373291016,44.97999954223633,43.54999923706055,44.84000015258789,44.84000015258789,100845
2004-08-10,44.81999969482422,45.040000915527344,44.20000076293945,44.52000045776367,44.52000045776367,95869
2004-08-11,44.52000045776367,44.959999084472656,43.29999923706055,44.79999923706055,44.79999923706055,130503
2004-08-12,44.77000045776367,45.75,44.54999923706055,45.5,45.5,101452
2004-08-13,45.470001220703125,46.650001525878906,45.29999923706055,46.58000183105469,46.58000183105469,124031
2004-08-16,46.599998474121094,46.90999984741211,45.900001525878906,46.04999923706055,46.04999923706055,108909
