Date,Close_gold,Close_sp500,Close_vix,Close_eur_usd,Close_oil,CFSI,Pct_change_Close_gold,Direction_Close_gold,Pct_change_Close_sp500,Direction_Close_sp500,Pct_change_Close_vix,Direction_Close_vix,Pct_change_Close_eur_usd,Direction_Close_eur_usd,Pct_change_Close_oil,Direction_Close_oil,Target
2009-07-01,92.38999938964844,923.3300170898438,26.21999931335449,1.414087176322937,69.30999755859375,1.01,0.013270443961645562,True,0.004361930267673175,True,-0.004933626802019253,False,0.007268466135246676,True,-0.008298781458289661,False,False
2009-07-02,91.25,896.4199829101562,27.950000762939453,1.3957513570785522,66.7300033569336,1.02,-0.012338991202289873,False,-0.029144546025377416,False,0.06598022482417965,True,-0.012966540925760661,False,-0.0372239834445105,False,False
2009-07-06,90.76000213623048,898.719970703125,29.0,1.3977022171020508,64.05000305175781,1.04,-0.005369839602953563,False,0.0025657480163505664,True,0.03756705575667829,True,0.0013977131482658667,True,-0.04016184879896778,False,False
2009-07-07,90.70999908447266,881.030029296875,30.850000381469727,1.3915947675704956,62.93000030517578,1.05,-0.0005509370932227364,False,-0.019683485382449017,False,0.06379311660240439,True,-0.004369635718413756,False,-0.017486380846492344,False,False
2009-07-08,89.2699966430664,879.5599975585938,31.299999237060547,1.387905836105347,60.13999938964844,1.08,-0.015874792811597982,False,-0.001668537608706111,False,0.014586672610257478,True,-0.002650866150919029,False,-0.04433498970280281,False,True
2009-07-09,89.51000213623047,882.6799926757812,29.780000686645508,1.4027999639511108,60.40999984741211,1.08,0.0026885348066461034,True,0.003547222617954038,True,-0.04856225519057822,False,0.010731367689582605,True,0.0044895321001641175,True,True
2009-07-10,89.58000183105469,879.1300048828125,29.020000457763672,1.3933980464935305,59.88999938964844,1.11,0.0007820320986886564,True,-0.00402182877421664,False,-0.025520490643327953,False,-0.00670225099742594,False,-0.008607853982405711,False,True
2009-07-13,90.19000244140624,901.0499877929688,26.309999465942383,1.399012327194214,59.68999862670898,1.12,0.006809562378687906,True,0.024933721734452963,True,-0.09338390589502166,False,0.004029200927051502,True,-0.003339468441771798,False,True
2009-07-14,90.80999755859376,905.8400268554688,25.020000457763672,1.3971552848815918,59.52000045776367,1.11,0.0068743219914015885,True,0.005316063622877065,True,-0.0490307500708459,False,-0.001327395246292551,False,-0.002848017638741207,False,True
2009-07-15,92.23999786376952,932.6799926757812,25.88999938964844,1.4101985692977903,61.540000915527344,1.08,0.015747168193161354,True,0.02962991811422233,True,0.03477213892755193,True,0.009335601101279067,True,0.033938179472916774,True,False
