Date,Close_gold,Close_sp500,Close_vix,Close_eur_usd,Close_oil,CFSI,Pct_change_Close_gold,Direction_Close_gold,Pct_change_Close_sp500,Direction_Close_sp500,Pct_change_Close_vix,Direction_Close_vix,Pct_change_Close_eur_usd,Direction_Close_eur_usd,Pct_change_Close_oil,Direction_Close_oil,Target,Target_Change
2004-11-19,44.77999877929688,1170.3399658203125,13.5,1.3039000034332275,48.43999862670898,-0.31,0.009013017159862802,1,-0.011161406330803092,0,0.04006166996166782,1,0.006949836380752972,1,0.048031097952707436,1,1.0,0.0037963820517379343
2004-11-22,44.95000076293945,1177.239990234375,12.970000267028809,1.3040019273757937,48.63999938964844,-0.31,0.0037963820517379343,1,0.0058957436433662025,1,-0.03925923947934751,0,7.816852695596843e-05,1,0.00412883502497019,1,0.0,-0.004449405106670246
2004-11-23,44.75,1176.93994140625,12.670000076293944,1.309706211090088,48.93999862670898,-0.31,-0.004449405106670246,0,-0.0002548748178909932,0,-0.023130314923547002,0,0.004374444235503372,1,0.006167747549856717,1,1.0,0.006703893565598751
2004-11-24,45.04999923706055,1181.760009765625,12.720000267028809,1.317800760269165,49.43999862670898,-0.31,0.006703893565598751,1,0.004095424235170286,1,0.003946344943471347,1,0.0061804312375826065,1,0.010216592031678573,1,1.0,0.0077691963317598756
2004-11-29,45.400001525878906,1178.5699462890625,13.300000190734863,1.32650625705719,49.7599983215332,-0.25,0.0077691963317598756,1,-0.0026994173522550957,0,0.04559747732155772,1,0.006606079652167418,1,0.00647248591652172,1,0.0,-0.00616745781020589
2004-11-30,45.119998931884766,1173.8199462890625,13.239999771118164,1.3298048973083496,49.130001068115234,-0.26,-0.00616745781020589,0,-0.00403030809919791,0,-0.0045113096809199504,0,0.0024867129224686035,1,-0.012660716934657645,0,1.0,0.005762458829464467
2004-12-01,45.380001068115234,1191.3699951171875,12.970000267028809,1.3345967531204224,45.4900016784668,-0.32,0.005762458829464467,1,0.014951227301604586,1,-0.020392712141758085,0,0.0036034277071561593,1,-0.07408913719749033,0,0.0,-0.009475546387280875
2004-12-02,44.95000076293945,1190.3299560546875,12.979999542236328,1.3261016607284546,43.25,-0.38,-0.009475546387280875,0,-0.0008729773846601896,0,0.0007709541250311425,1,-0.0063652877710854705,0,-0.04924162663918141,0,1.0,0.014460460514998497
2004-12-03,45.59999847412109,1191.1700439453125,12.960000038146973,1.3466018438339231,42.540000915527344,-0.42,0.014460460514998497,1,0.000705760521569454,1,-0.0015407938978948543,0,0.01545898305730753,1,-0.016416163802835948,0,0.0,-0.00942983156939814
2004-12-06,45.16999816894531,1190.25,13.1899995803833,1.3396027088165283,42.97999954223633,-0.46,-0.00942983156939814,0,-0.0007723867385592831,0,0.017746878206739147,1,-0.005197627679958794,0,0.010343173889034496,1,0.0,-0.0013282612580445274
2004-12-07,45.11000061035156,1177.0699462890625,13.670000076293944,1.3430931568145752,41.459999084472656,-0.47,-0.0013282612580445274,0,-0.011073349053507653,0,0.03639124421387541,1,0.0026055844580445964,1,-0.0353652972069014,0,0.0,-0.02438488747362011
2004-12-08,44.0099983215332,1182.81005859375,13.1899995803833,1.334507703781128,41.93999862670898,-0.46,-0.02438488747362011,0,0.004876611048293622,1,-0.03511342306010978,0,-0.006392298992729195,0,0.011577413237717327,1,0.0,-0.0052260747786437856
2004-12-09,43.77999877929688,1189.239990234375,12.880000114440918,1.3304064273834229,42.52999877929688,-0.47,-0.0052260747786437856,0,0.005436148935247909,1,-0.023502613783508153,0,-0.0030732504474006994,0,0.014067719883332774,1,0.0,-0.0077661069453635045
2004-12-10,43.43999862670898,1188.0,12.760000228881836,1.3215975761413574,40.709999084472656,-0.47,-0.0077661069453635045,0,-0.0010426745186483677,0,-0.00931676121838998,0,-0.00662117309474386,0,-0.04279331641340611,0,1.0,0.010819549621581936
2004-12-13,43.90999984741211,1198.6800537109375,12.539999961853027,1.3320013284683228,41.0099983215332,-0.48,0.010819549621581936,1,0.008989944201125866,1,-0.017241399928100698,0,0.007872103062825708,1,0.007369178182442315,1,0.0,-0.008198601949500617
2004-12-14,43.54999923706055,1203.3800048828125,12.729999542236328,1.3309022188186646,41.81999969482422,-0.48,-0.008198601949500617,0,0.003920938833781973,1,0.015151481735349526,1,-0.0008251565716695941,0,0.019751314470688675,1,1.0,0.010103385743157833
2004-12-15,43.9900016784668,1205.719970703125,12.350000381469728,1.3403927087783811,44.18999862670898,-0.43,0.010103385743157833,1,0.0019444945161277705,1,-0.029850681416430214,0,0.007130869439935683,1,0.05667142394020819,1,0.0,-0.00704708709849311
2004-12-16,43.68000030517578,1203.2099609375,12.270000457763672,1.325100064277649,44.18000030517578,-0.38,-0.00704708709849311,0,-0.00208175183841508,0,-0.006477726415789475,0,-0.011409077653570465,0,-0.00022625756605365588,0,1.0,0.011675785667812022
2004-12-17,44.18999862670898,1194.199951171875,11.949999809265137,1.3312920331954956,46.27999877929688,-0.35,0.011675785667812022,1,-0.007488310484568106,0,-0.026079921480040347,0,0.004672831195749794,1,0.04753278541455974,1,1.0,0.00339446776511676
2004-12-20,44.34000015258789,1194.6500244140625,11.829999923706056,1.3392080068588257,45.63999938964844,-0.31,0.00339446776511676,1,0.0003768826499663813,1,-0.010041831587816574,0,0.0059460835533804435,1,-0.01382885493797259,0,0.0,-0.002706335847357022
2004-12-21,44.220001220703125,1205.449951171875,11.550000190734863,1.3368983268737793,45.7599983215332,-0.33,-0.002706335847357022,0,0.00904024319851282,1,-0.02366861663372488,0,-0.0017246611230049558,0,0.00262924920003349,1,0.0,-0.00452285747214809
2004-12-22,44.02000045776367,1209.5699462890625,11.449999809265137,1.339100360870361,44.2400016784668,-0.36,-0.00452285747214809,0,0.0034178068638870407,1,-0.008658041542713102,0,0.001647121514267269,1,-0.03321671107560209,0,1.0,0.005679236651527697
2004-12-23,44.27000045776367,1210.1300048828125,11.229999542236328,1.3512052297592163,44.18000030517578,-0.36,0.005679236651527697,1,0.0004630229078261827,1,-0.019213997440488018,0,0.009039553152675905,1,-0.001356269688394307,0,1.0,0.004743597973824398
2004-12-27,44.47999954223633,1204.9200439453125,12.140000343322754,1.3623977899551392,41.31999969482422,-0.35,0.004743597973824398,1,-0.004305290271688245,0,0.08103302209976837,1,0.008283390227787457,1,-0.0647351876549559,0,0.0,-0.0024730353301175567
2004-12-28,44.369998931884766,1213.5400390625,12.0,1.359397530555725,41.77000045776367,-0.37,-0.0024730353301175567,0,0.007153997612125984,1,-0.01153215316009093,0,-0.002202190447998964,0,0.01089062841875621,1,0.0,-0.016001782771341122
2004-12-29,43.65999984741211,1213.449951171875,11.619999885559082,1.360692262649536,43.63999938964844,-0.39,-0.016001782771341122,0,-7.423561458641537e-05,0,-0.031666676203409794,0,0.0009524308119652769,1,0.044768946885112904,1,1.0,0.0038937696801815136
2004-12-30,43.83000183105469,1213.550048828125,12.5600004196167,1.36280620098114,43.45000076293945,-0.41,0.0038937696801815136,1,8.249013991323828e-05,1,0.08089505536276431,1,0.0015535756244309251,1,-0.004353772441941239,0,0.0,-0.018480523373309743
2005-01-03,43.02000045776367,1202.0799560546875,14.079999923706056,1.3470009565353394,42.119998931884766,-0.47,-0.018480523373309743,0,-0.00945168498366733,0,0.12101906475380075,1,-0.011597573033070852,0,-0.030609938036850637,0,0.0,-0.006508572206357255
2005-01-04,42.7400016784668,1188.050048828125,13.979999542236328,1.3281975984573364,43.90999984741211,-0.45,-0.006508572206357255,0,-0.0116713594265474,0,-0.00710229985877775,0,-0.013959424443444779,0,0.042497648644817865,1,0.0,-0.0016378920629933624
2005-01-05,42.66999816894531,1183.739990234375,14.09000015258789,1.3280036449432373,43.38999938964844,-0.41,-0.0016378920629933624,0,-0.003627842613197485,0,0.007868427321419347,1,-0.0001460276048717013,0,-0.011842415385349137,0,0.0,-0.012186469776904074
2005-01-06,42.150001525878906,1187.8900146484375,13.579999923706056,1.3183046579360962,45.560001373291016,-0.4,-0.012186469776904074,0,0.003505858083953761,1,-0.036195899457684755,0,-0.007303434026007971,0,0.050011569812565604,1,0.0,-0.007354717961295498
2005-01-07,41.84000015258789,1186.18994140625,13.489999771118164,1.3060967922210691,45.43000030517578,-0.38,-0.007354717961295498,0,-0.0014311705807971142,0,-0.0066274044987867375,0,-0.009260276554085345,0,-0.0028534035161694726,0,1.0,0.0026290776756787704
2005-01-10,41.95000076293945,1190.25,13.229999542236328,1.310994029045105,45.33000183105469,-0.35,0.0026290776756787704,1,0.0034227727381810347,1,-0.01927355324634561,0,0.0037495205969444445,1,-0.002201155039607161,0,1.0,0.006197814464949936
2005-01-11,42.209999084472656,1182.989990234375,13.1899995803833,1.3116990327835083,45.68000030517578,-0.28,0.006197814464949936,1,-0.006099567120878002,0,-0.0030234288161030687,0,0.0005377627378797545,1,0.007721121993895741,1,1.0,0.009239502442725644
2005-01-12,42.59999847412109,1187.699951171875,12.5600004196167,1.3255919218063354,46.369998931884766,-0.21,0.009239502442725644,1,0.003981403880320977,1,-0.04776339505753746,0,0.010591521893056122,1,0.015105048644905583,1,0.0,0.0
2005-01-13,42.59999847412109,1177.449951171875,12.84000015258789,1.3211086988449097,48.040000915527344,-0.12,0.0,0,-0.008630125807352784,0,0.022292971625532454,1,-0.003382053622744352,0,0.03601470826203235,1,0.0,-0.006572741533475979
