Date,Close_gold,Close_sp500,Close_vix,Close_eur_usd,Close_oil,CFSI,Pct_change_Close_gold,Direction_Close_gold,Pct_change_Close_sp500,Direction_Close_sp500,Pct_change_Close_vix,Direction_Close_vix,Pct_change_Close_eur_usd,Direction_Close_eur_usd,Pct_change_Close_oil,Direction_Close_oil,Target
2004-11-19,44.77999877929688,1170.3399658203125,13.5,1.3039000034332275,48.43999862670898,-0.31,0.009013017159862802,True,-0.011161406330803092,False,0.04006166996166782,True,0.006949836380752972,True,0.048031097952707436,True,True
2004-11-22,44.95000076293945,1177.239990234375,12.970000267028809,1.3040019273757937,48.63999938964844,-0.31,0.0037963820517379343,True,0.0058957436433662025,True,-0.03925923947934751,False,7.816852695596843e-05,True,0.00412883502497019,True,False
2004-11-23,44.75,1176.93994140625,12.670000076293944,1.309706211090088,48.93999862670898,-0.31,-0.004449405106670246,False,-0.0002548748178909932,False,-0.023130314923547002,False,0.004374444235503372,True,0.006167747549856717,True,True
2004-11-24,45.04999923706055,1181.760009765625,12.720000267028809,1.317800760269165,49.43999862670898,-0.31,0.006703893565598751,True,0.004095424235170286,True,0.003946344943471347,True,0.0061804312375826065,True,0.010216592031678573,True,True
2004-11-29,45.400001525878906,1178.5699462890625,13.300000190734863,1.32650625705719,49.7599983215332,-0.25,0.0077691963317598756,True,-0.0026994173522550957,False,0.04559747732155772,True,0.006606079652167418,True,0.00647248591652172,True,False
2004-11-30,45.119998931884766,1173.8199462890625,13.239999771118164,1.3298048973083496,49.130001068115234,-0.26,-0.00616745781020589,False,-0.00403030809919791,False,-0.0045113096809199504,False,0.0024867129224686035,True,-0.012660716934657645,False,True
2004-12-01,45.380001068115234,1191.3699951171875,12.970000267028809,1.3345967531204224,45.4900016784668,-0.32,0.005762458829464467,True,0.014951227301604586,True,-0.020392712141758085,False,0.0036034277071561593,True,-0.07408913719749033,False,False
2004-12-02,44.95000076293945,1190.3299560546875,12.979999542236328,1.3261016607284546,43.25,-0.38,-0.009475546387280875,False,-0.0008729773846601896,False,0.0007709541250311425,True,-0.0063652877710854705,False,-0.04924162663918141,False,True
2004-12-03,45.59999847412109,1191.1700439453125,12.960000038146973,1.3466018438339231,42.540000915527344,-0.42,0.014460460514998497,True,0.000705760521569454,True,-0.0015407938978948543,False,0.01545898305730753,True,-0.016416163802835948,False,False
2004-12-06,45.16999816894531,1190.25,13.1899995803833,1.3396027088165283,42.97999954223633,-0.46,-0.00942983156939814,False,-0.0007723867385592831,False,0.017746878206739147,True,-0.005197627679958794,False,0.010343173889034496,True,False
2004-12-07,45.11000061035156,1177.0699462890625,13.670000076293944,1.3430931568145752,41.459999084472656,-0.47,-0.0013282612580445274,False,-0.011073349053507653,False,0.03639124421387541,True,0.0026055844580445964,True,-0.0353652972069014,False,False
2004-12-08,44.0099983215332,1182.81005859375,13.1899995803833,1.334507703781128,41.93999862670898,-0.46,-0.02438488747362011,False,0.004876611048293622,True,-0.03511342306010978,False,-0.006392298992729195,False,0.011577413237717327,True,False
2004-12-09,43.77999877929688,1189.239990234375,12.880000114440918,1.3304064273834229,42.52999877929688,-0.47,-0.0052260747786437856,False,0.005436148935247909,True,-0.023502613783508153,False,-0.0030732504474006994,False,0.014067719883332774,True,False
2004-12-10,43.43999862670898,1188.0,12.760000228881836,1.3215975761413574,40.709999084472656,-0.47,-0.0077661069453635045,False,-0.0010426745186483677,False,-0.00931676121838998,False,-0.00662117309474386,False,-0.04279331641340611,False,True
2004-12-13,43.90999984741211,1198.6800537109375,12.539999961853027,1.3320013284683228,41.0099983215332,-0.48,0.010819549621581936,True,0.008989944201125866,True,-0.017241399928100698,False,0.007872103062825708,True,0.007369178182442315,True,False
2004-12-14,43.54999923706055,1203.3800048828125,12.729999542236328,1.3309022188186646,41.81999969482422,-0.48,-0.008198601949500617,False,0.003920938833781973,True,0.015151481735349526,True,-0.0008251565716695941,False,0.019751314470688675,True,True
2004-12-15,43.9900016784668,1205.719970703125,12.350000381469728,1.3403927087783811,44.18999862670898,-0.43,0.010103385743157833,True,0.0019444945161277705,True,-0.029850681416430214,False,0.007130869439935683,True,0.05667142394020819,True,False
